Chapter 15: Machinery and Large-Scale Industry 1.	DREIZEHNTES KAPITEL.	ch15_clean.en-ch15_clean.de
4. THE FACTORY At the beginning of this chapter we considered the physical constituents of the factory, the organization of the system of machinery.	4. Die Fabrik Wir betrachteten im Beginn dieses Kapitels den Leib der Fabrik, die Gliedrung des Maschinensystems.	ch15_clean.en-ch15_clean.de
We saw there how machinery, by appropriating the labour of women and children, augments the quantity of human material for capital to exploit, how it confiscates the whole of the worker’s lifetime by its immoderate extension of the working day, and finally how its progress, which permits an enormous increase in production within a shorter and shorter amount of time, serves as a means of systematically getting more work done within a given period of time, or, in other words, constantly exploiting labour-power more intensively.	Wir sahen dann, wie die Maschinerie das menschliche Exploitationsmaterial des Kapitals vermehrt durch Aneignung der Weiber- und Kinderarbeit, wie sie die ganze Lebenszeit des Arbeiters konfisziert durch maßlose Ausdehnung des Arbeitstags und wie ihr Fortschritt, der ein ungeheuer wachsendes Produkt in stets kürzrer Zeit zu liefern erlaubt, endlich als systematisches Mittel dient, in jedem Zeitmoment mehr Arbeit flüssig zu machen oder die Arbeitskraft stets intensiver auszubeuten.	ch15_clean.en-ch15_clean.de
We now turn to the factory as a whole, and indeed in its most developed form.	Wir wenden uns nun zum Fabrikganzen, und zwar in seiner ausgebildetsten Gestalt.	ch15_clean.en-ch15_clean.de
Dr Ure, the Pindar of the automatic factory, describes it, on the one hand, as ‘combined co-operation of many orders of work-people, adult and young, in tending with assiduous skill a system of productive machines continuously impelled by a central power’ (the prime mover); and on the other hand as ‘a vast automaton, composed of various mechanical and intellectual organs, acting in uninterrupted concert for the production of a common object, all of them being subordinate to a self-regulated moving force’. * These two descriptions are far from being identical.	Dr. Ure, der Pindar der automatischen Fabrik, beschreibt sie einerseits als "Kooperation verschiedner Klassen von Arbeitern, erwachsnen und nicht erwachsnen, die mit Gewandtheit und Fleiß ein System produktiver Maschinerie überwachen, das ununterbrochen durch eine Zentralkraft (den ersten Motor) in Tätigkeit gesetzt wird", andrerseits als "einen ungeheuren Automaten, zusammengesetzt aus zahllosen mechanischen und selbstbewußten Organen, die im Einverständnis und ohne Unterbrechung wirken, um einen und denselben Gegenstand zu produzieren, so daß alle diese Organe einer Bewegungskraft untergeordnet sind, die sich von selbst bewegt". Diese beiden Ausdrücke sind keineswegs identisch.	ch15_clean.en-ch15_clean.de
In one, the combined collective worker appears as the dominant subject [übergreifendes Subjekt], and the mechanical automaton as the object; in the other, the automaton itself is the subject, and the workers are merely conscious organs, co-ordinated with the unconscious organs of the automaton, and together with the latter subordinated to the central moving force.	In dem einen erscheint der kombinierte Gesamtarbeiter oder gesellschaftliche Arbeitskörper als übergreifendes Subjekt und der mechanische Automat als Objekt; in dem andren ist der Automat selbst das Subjekt, und die Arbeiter sind nur als bewußte Organe seinen bewußtlosen Organen beigeordnet und mit denselben der zentralen Bewegungskraft untergeordnet.	ch15_clean.en-ch15_clean.de
The first description is applicable to every possible employment of machinery on a large scale, the second is characteristic of its use by capital, and therefore of the modern factory system.	Der erstere Ausdruck gilt von jeder möglichen Anwendung der Maschinerie im großen, der andre charakterisiert ihre kapitalistische Anwendung und daher das moderne Fabriksystem.	ch15_clean.en-ch15_clean.de
Ure therefore prefers to present the central machine from which the motion comes as not only an automaton but an autocrat.	Ure liebt es daher auch, die Zentralmaschine, von der die Bewegung ausgeht, nicht nur als Automat, sondern als Autokrat darzustellen.	ch15_clean.en-ch15_clean.de
‘In these spacious halls the benignant power of steam summons around him his myriads of willing menials.’	"In diesen großen Werkstätten versammelt die wohltätige Macht des Dampfes ihre Myriaden von Untertanen um sich."	ch15_clean.en-ch15_clean.de
Along with the tool, the skill of the worker in handling it passes over to the machine.	Mit dem Arbeitswerkzeug geht auch die Virtuosität in seiner Führung vom Arbeiter auf die Maschine über.	ch15_clean.en-ch15_clean.de
The capabilities of the tool are emancipated from the restraints inseparable from human labour-power.	Die Leistungsfähigkeit des Werkzeugs ist emanzipiert von den persönlichen Schranken menschlicher Arbeitskraft.	ch15_clean.en-ch15_clean.de
This destroys the technical foundation on which the division of labour in manufacture was based.	Damit ist die technische Grundlage aufgehoben, worauf die Teilung der Arbeit in der Manufaktur beruht.	ch15_clean.en-ch15_clean.de
Hence, in place of the hierarchy of specialized workers that characterizes manufacture, there appears, in the automatic factory, a tendency to equalize and reduce to an identical level every kind of work that has to be done by the minders of the machines; in place of the artificially produced distinctions between the specialized workers, it is natural differences of age and sex that predominate.	An die Stelle der sie charakterisierenden Hierarchie der spezialisierten Arbeiter tritt daher in der automatischen Fabrik die Tendenz der Gleichmachung oder Nivellierung der Arbeiten, welche die Gehilfen der Maschinerie zu verrichten haben , an die Stelle der künstlich erzeugten Unterschiede der Teilarbeiter treten vorwiegend die natürlichen Unterschiede des Alters und Geschlechts.	ch15_clean.en-ch15_clean.de
In so far as the division of labour re-appears in the factory, it takes the form primarily of a distribution of workers among the specialized machines, and of quantities of workers, who do not however form organized groups, among the various departments of the factory, in each of which they work at a number of similar machines placed together; only simple co-operation therefore takes place between them.	Soweit in der automatischen Fabrik die Teilung der Arbeit wiedererscheint, ist sie zunächst Verteilung von Arbeitern unter die spezialisierten Maschinen und von Arbeitermassen, die jedoch keine gegliederten Gruppen bilden, unter die verschiednen Departements der Fabrik, wo sie an nebeneinander gereihten gleichartigen Werkzeugmaschinen arbeiten, also nur einfache Kooperation unter ihnen stattfindet.	ch15_clean.en-ch15_clean.de
The organized group peculiar to manufacture is replaced by the connection between the head worker and his few assistants.	Die gegliederte Gruppe der Manufaktur ist ersetzt durch den Zusammenhang des Hauptarbeiters mit wenigen Gehilfen.	ch15_clean.en-ch15_clean.de
The essential division is that between workers who are actually employed on the machines (among whom are included a few who look after the engine) and those who merely attend them (almost exclusively children).	Die wesentliche Scheidung ist die von Arbeitern, die wirklich an den Werkzeugmaschinen beschäftigt sind (es kommen hiezu einige Arbeiter zur Bewachung, resp.	ch15_clean.en-ch15_clean.de
More or less all the ‘feeders’ who supply the machines with the material which is to be worked up are counted as attendants.	Füttrung der Bewegungsmaschine), und von bloßen Handlangern (fast ausschließlich Kinder) dieser Maschinenarbeiter.	ch15_clean.en-ch15_clean.de
In addition to these two principal classes, there is a numerically unimportant group whose occupation it is to look after the whole of the machinery and repair it from time to time, composed of engineers, mechanics, joiners etc.	Zu den Handlangern zählen mehr oder minder alle "Feeders" (die den Maschinen bloß Arbeitsstoff darreichen).	ch15_clean.en-ch15_clean.de
This is a superior class of workers, in part scientifically educated, in part trained in a handicraft; they stand outside the realm of the factory workers, and are added to them only to make up an aggregate.	Neben diese Hauptklassen tritt ein numerisch unbedeutendes Personal, das mit der Kontrolle der gesamten Maschinerie und ihrer beständigen Reparatur beschäftigt ist, wie Ingenieure, Mechaniker, Schreiner usw. Es ist eine höhere, teils wissenschaftlich gebildete, teils handwerksmäßige Arbeiterklasse, außerhalb des Kreises der Fabrikarbeiter und ihnen nur aggregiert.	ch15_clean.en-ch15_clean.de
This division of labour is purely technical.	Diese Teilung der Arbeit ist rein technisch.	ch15_clean.en-ch15_clean.de
All work at a machine requires the worker to be taught from childhood upwards, in order that he may learn to adapt his own movements to the uniform and unceasing motion of an automaton.	Alle Arbeit an der Maschine erfordert frühzeitige Anlernung des Arbeiters, damit er seine eigne Bewegung der gleichförmig kontinuierlichen Bewegung eines Automaten anpassen lerne.	ch15_clean.en-ch15_clean.de
Since the machinery, taken as a whole, forms a system of machines of various kinds, working simultaneously and in combination, co-operation based upon it requires the distribution of various groups of workers among the different kinds of machine.	Soweit die Gesamtmaschinerie selbst ein System mannigfacher, gleichzeitig wirkender und kombinierter Maschinen bildet, erfordert auch die auf ihr beruhende Kooperation eine Verteilung verschiedenartiger Arbeitergruppen unter die verschiedenartigen Maschinen.	ch15_clean.en-ch15_clean.de
But machine production abolishes the necessity of fixing this distribution in the manner of manufacture, i.e. by constantly appropriating the same worker to the same function.	Aber der Maschinenbetrieb hebt die Notwendigkeit auf, diese Verteilung manufakturmäßig zu befestigen durch fortwährende Aneignung derselben Arbeiter an dieselbe Funktion.	ch15_clean.en-ch15_clean.de
Since the motion of the whole factory proceeds not from the worker but from the machinery, the working personnel can continually be replaced without any interruption in the labour process.	Da die Gesamtbewegung der Fabrik nicht vom Arbeiter ausgeht, sondern von der Maschine, kann fortwährender Personenwechsel stattfinden ohne Unterbrechung des Arbeitsprozesses.	ch15_clean.en-ch15_clean.de
The most striking proof of this is afforded by the relay system, put into operation by the manufacturers during their revolt of 1848 to 1850. * Lastly, the speed with which machine work is learnt by young people does away with the need to bring up a special class of worker for exclusive employment by machinery.	Den schlagendsten Beweis hierzu liefert das während der englischen Fabrikantenrevolte von 1848-1850 ins Werk gesetzte Relaissystem.	ch15_clean.en-ch15_clean.de
The work of those people who are merely attendants can, to some extent, be replaced in the factory by the use of machines.	Die Geschwindigkeit endlich, womit die Arbeit an der Maschine im jugendlichen Alter erlernt wird, beseitigt ebenso die Notwendigkeit, eine besondre Klasse Arbeiter ausschließlich zu Maschinenarbeitern heranzuziehn.	ch15_clean.en-ch15_clean.de
