Chapter 25: The General Law of Capitalist Accumulation 1.	DREIUNDZWANZIGSTES KAPITEL. TEIL I.	ch25_clean.en-ch25_clean.de
Owing to the magnitude of the already functioning social capital, and the degree of its increase, owing to the extension of the scale of production, and the great mass of workers set in motion, owing to the development of the productivity of their labour, and the greater breadth and richness of the stream springing from all the sources of wealth, there is also an extension of the scale on which greater attraction of workers by capital is accompanied by their greater repulsion; an increase takes place in the rapidity of the change in the organic composition of capital and in its technical form, and an increasing number of spheres of production become involved in this change, sometimes simultaneously, and sometimes alternatively.	Mit der Größe des bereits funktionierenden Gesellschaftskapitals und dem Grad seines Wachstums, mit der Ausdehnung der Produktionsleiter und der Masse der in Bewegung gesetzten Arbeiter, mit der Entwicklung der Produktivkraft ihrer Arbeit, mit dem breiteren und volleren Strom aller Springquellen des Reichtums dehnt sich auch die Stufenleiter, worin größere Attraktion der Arbeiter durch das Kapital mit größerer Repulsion derselben verbunden ist, nimmt die Raschheit der Wechsel in der organischen Zusammensetzung des Kapitals und seiner technischen Form zu, und schwillt der Umkreis der Produk- tionssphären, die bald gleichzeitig, bald abwechselnd davon ergriffen werden.	ch25_clean.en-ch25_clean.de
The working population therefore produces both the accumulation of capital and the means by which it is itself made relatively superfluous; and it does this to an extent which is always increasing.	Mit der durch sie selbst produzierten Akkumulation des Kapitals produziert die Arbeiterbevölkerung also in wachsendem Umfang die Mittel ihrer eignen relativen Überzähligmachung.	ch25_clean.en-ch25_clean.de
This is a law of population peculiar to the capitalist mode of production; and in fact every particular historical mode of production has its own special laws of population, which are historically valid within that particular sphere.	Es ist dies ein der kapitalistischen Produktionsweise eigentümliches Populationsgesetz, wie in der Tat jede besondre historische Produktionsweise ihre besondren, historisch gültigen Populationsgesetze hat.	ch25_clean.en-ch25_clean.de
An abstract law of population exists only for plants and animals, and even then only in the absence of any historical intervention by man.	Ein abstraktes Populationsgesetz existiert nur für Pflanze und Tier, soweit der Mensch nicht geschichtlich eingreift.	ch25_clean.en-ch25_clean.de
But if a surplus population of workers is a necessary product of accumulation or of the development of wealth on a capitalist basis, this surplus population also becomes, conversely, the lever of capitalist accumulation, indeed it becomes a condition for the existence of the capitalist mode of production.	Wenn aber eine Surplusarbeiterpopulation notwendiges Produkt der Akkumulation oder der Entwicklung des Reichtums auf kapitalistischer Grundlage ist, wird diese Übervölkerung umgekehrt zum Hebel der kapitalistischen Akkumulation, ja zu einer Existenzbedingung der kapitalistischen Produktionsweise.	ch25_clean.en-ch25_clean.de
It forms a disposable industrial reserve army, which belongs to capital just as absolutely as if the latter had bred it at its own cost.	Sie bildet eine disponible industrielle Reservearmee, die dem Kapital ganz so absolut gehört, als ob es sie auf seine eignen Kosten großgezüchtet hätte.	ch25_clean.en-ch25_clean.de
Independently of the limits of the actual increase of population, it creates a mass of human material always ready for exploitation by capital in the interests of capital’s own changing valorization requirements.	Sie schafft für seine wechselnden Verwertungsbedürfnisse das stets bereite exploitable Menschenmaterial, unabhängig von den Schranken der wirklichen Bevölkerungszunahme.	ch25_clean.en-ch25_clean.de
With accumulation, and the development of the productivity of labour that accompanies it, capital’s power of sudden expansion also grows; it grows, not merely because the elasticity of the capital already functioning increases, not merely because the absolute wealth of society expands (and capital only forms an elastic part of this), not merely because credit, under every special stimulus, at once places an unusual part of this wealth at the disposal of production in the form of additional capital; it grows also because the technical conditions of the production process – machinery, means of transport, etc. – themselves now make possible a very rapid transformation of masses of surplus product into additional means of production.	Mit der Akkumulation und der sie begleitenden Entwicklung der Produktivkraft der Arbeit wächst die plötzliche Expansionskraft des Kapitals, nicht nur, weil die Elastizität des funktionierenden Kapitals wächst, und der absolute Reichtum, wovon das Kapital nur einen elastischen Teil bildet, nicht nur, weil der Kredit, unter jedem besondren Reiz, im Umsehn ungewöhnlichen Teil dieses Reichtums der Produktion als Zusatzkapital zur Verfügung stellt. Die technischen Bedingungen des Produktionsprozesses selbst, Maschinerie, Transportmittel usw. ermöglichen, auf größter Stufenleiter, die rascheste Verwandlung von Mehrprodukt in zuschüssige Produktionsmittel.	ch25_clean.en-ch25_clean.de
The mass of social wealth, overflowing with the advance of accumulation and capable of being transformed into additional capital, thrusts itself frantically into old branches of production, whose market suddenly expands, or into newly formed branches, such as railways, etc., which now become necessary as a result of the further development of the old branches.	Die mit dem Fortschritt der Akkumulation überschwellende und in Zusatzkapital verwandelbare Masse des gesellschaftlichen Reichtums drängt sich mit Frenesie in alte Produktionszweige, deren Markt sich plötzlich erweitert, oder in neu eröffnete, wie Eisenbahnen usw., deren Bedürfnis aus der Entwicklung der alten entspringt.	ch25_clean.en-ch25_clean.de
In all such cases, there must be the possibility of suddenly throwing great masses of men into the decisive areas without doing any damage to the scale of production in other spheres.	In allen solchen Fällen müssen große Menschenmassen plötzlich und ohne Abbruch der Produktionsleiter in andren Sphären auf die entscheidenden Punkte werfbar sein.	ch25_clean.en-ch25_clean.de
The surplus population supplies these masses.	Die Übervölkerung liefert sie.	ch25_clean.en-ch25_clean.de
The path characteristically described by modern industry, which takes the form of a decennial cycle (interrupted by smaller oscillations) of periods of average activity, production at high pressure, crisis, and stagnation, depends on the constant formation, the greater or less absorption, and the re-formation of the industrial reserve army or surplus population.	Der charakteristische Lebenslauf der modernen Industrie, die Form eines durch kleinere Schwankungen unterbrochnen zehnjährigen Zyklus von Perioden mittlerer Lebendigkeit, Produktion unter Hochdruck, Krise und Stagnation, beruht auf der beständigen Bildung, größern oder geringem Absorption und Wiederbildung der industriellen Reservearmee oder Übervölkerung.	ch25_clean.en-ch25_clean.de
In their turn, the varying phases of the industrial cycle recruit the surplus population, and become one of the most energetic agencies for its reproduction.	Ihrerseits rekrutieren die Wechselfälle des industriellen Zyklus die Übervölkerung und werden zu einem ihrer energischsten Reproduktionsagentien.	ch25_clean.en-ch25_clean.de
This peculiar cyclical path of modern industry, which occurs in no earlier period of human history, was also impossible when capitalist production was in its infancy.	Dieser eigentümliche Lebenslauf der modernen Industrie, der uns in keinem frühern Zeitalter der Menschheit begegnet, war auch in der Kindheitsperiode der kapitalistischen Produktion unmöglich.	ch25_clean.en-ch25_clean.de
The composition of capital at that time underwent only very gradual changes.	Die Zusammensetzung des Kapitals veränderte sich nur sehr allmählich.	ch25_clean.en-ch25_clean.de
By and large, therefore, the proportional growth in the demand for labour has corresponded to the accumulation of capital.	Seiner Akkumulation entsprach also im Ganzen verhältnismäßiges Wachstum der Arbeitsnachfrage.	ch25_clean.en-ch25_clean.de
Even though the advance of accumulation was slow in comparison with that of the modern epoch, it came up against a natural barrier in the shape of the exploitable working population; this barrier could only be swept away by the violent means we shall discuss later.	Langsam wie der Fortschritt seiner Akkumulation, verglichen mit der modernen Epoche, stieß er auf Naturschranken der exploitablen Arbeiterbevölkerung, welche nur durch später zu erwähnende Gewaltmittel wegräumbar waren.	ch25_clean.en-ch25_clean.de
The expansion by fits and starts of the scale of production is the precondition for its equally sudden contraction; the latter again evokes the former, but the former is impossible without disposable human material, without an increase in the number of workers, which must occur independently of the absolute growth of the population.	Die plötzliche und ruckweise Expansion der Produktionsleiter ist die Voraussetzung ihrer plötzlichen Kontraktion; letztere ruft wieder die erstere hervor, aber die erstere ist unmöglich ohne disponibles Menschenmaterial, ohne eine vom absoluten Wachstum der Bevölkerung unabhängige Vermehrung von Arbeitern.	ch25_clean.en-ch25_clean.de
